Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Order ID,Customer_ID,Price,Discount,Delivery Time,Shipping Mode,Customer Rating,Customer Segment,Returned,Return Reason,Return
03-08-2024,Keyboard,Accessories,South,9,4572,279.54,557,ABC0557,508,39,8,Same Day,1.9,Premium,Yes,Low Rating,No
21-08-2023,Smartphone,Electronics,South,5,2510,515.12,558,ABC0558,502,5,7,Express,1.8,Premium,Yes,Low Rating,No
04-06-2023,Smartphone,Electronics,West,3,3117,829.09,559,ABC0559,1039,25,8,Same Day,2.8,Premium,Yes,Not Returned,No
12-05-2024,Laptop,Electronics,West,1,380,94.35,560,ABC0560,380,10,9,Same Day,2.1,Regular,Yes,Low Rating,No
14-07-2023,Monitor,Accessories,West,9,2889,604.19,561,ABC0561,321,32,6,Express,3.1,Premium,No,Not Returned,No
08-11-2024,Smartwatch,Electronics,East,9,3654,581.9,562,ABC0562,406,21,3,Express,4,Premium,No,Not Returned,No
12-09-2023,Printer,Office,East,6,5610,298.77,563,ABC0563,935,9,10,Standard,1.7,Premium,Yes,Low Rating,No
27-04-2024,Smartphone,Electronics,South,1,668,99.4,564,ABC0564,668,35,3,Same Day,4.8,Regular,Yes,Product Issue,No
08-01-2022,Smartphone,Electronics,South,7,3983,360.13,565,ABC0565,569,9,11,Express,1,Premium,Yes,Low Rating,No
24-01-2024,Keyboard,Accessories,South,1,1112,272.81,566,ABC0566,1112,7,12,Same Day,1.1,Regular,Yes,Low Rating,No
20-06-2022,Monitor,Accessories,North,9,4230,221.06,567,ABC0567,470,27,1,Same Day,4.8,Premium,No,Not Returned,No
01-08-2024,Tablet,Electronics,East,8,2968,530.3,568,ABC0568,371,14,11,Express,1.9,Premium,Yes,Low Rating,No
10-01-2022,Monitor,Accessories,West,5,4690,706.74,569,ABC0569,938,14,5,Standard,3.6,Premium,No,Not Returned,No
09-05-2022,Camera,Electronics,West,6,4296,1240.31,570,ABC0570,716,23,4,Same Day,3.9,Premium,No,Not Returned,No
19-12-2023,Camera,Electronics,North,7,7203,523.52,571,ABC0571,1029,21,9,Express,1.4,Premium,Yes,Low Rating,No
20-11-2022,Smartphone,Electronics,North,4,3640,695.31,572,ABC0572,910,25,9,Standard,1.6,Premium,Yes,Low Rating,No
11-11-2022,Smartphone,Electronics,East,1,1131,304.62,573,ABC0573,1131,18,5,Same Day,2.7,Regular,Yes,Not Returned,No
03-01-2024,Camera,Electronics,West,9,3627,797.53,574,ABC0574,403,13,10,Express,1,Premium,Yes,Low Rating,No
11-08-2023,Mouse,Accessories,South,8,7968,1249.98,575,ABC0575,996,5,4,Same Day,3.9,Premium,No,Not Returned,No
23-11-2022,Headphones,Accessories,South,3,3546,490.28,576,ABC0576,1182,17,7,Express,2.5,Premium,Yes,Not Returned,No
01-03-2024,Tablet,Electronics,South,5,2270,546.56,577,ABC0577,454,8,6,Express,3.2,Regular,No,Not Returned,No
07-07-2023,Keyboard,Accessories,West,2,1354,136.91,578,ABC0578,677,5,4,Same Day,3.7,Regular,No,Not Returned,No
20-04-2023,Headphones,Accessories,West,7,6811,1423.57,579,ABC0579,973,36,10,Same Day,1.8,Premium,Yes,Low Rating,No
09-02-2022,Smartwatch,Electronics,East,3,1410,232.65,580,ABC0580,470,38,2,Express,5,Regular,No,Not Returned,No
17-10-2022,Keyboard,Accessories,North,2,1170,249.99,581,ABC0581,585,32,1,Standard,4.7,Regular,No,Not Returned,No
04-08-2023,Laptop,Electronics,East,7,4739,740.74,582,ABC0582,677,35,4,Same Day,4,Premium,No,Not Returned,No
01-12-2023,Mouse,Accessories,South,9,7866,1554.38,583,ABC0583,874,12,4,Express,3.5,Premium,No,Not Returned,No
31-07-2022,Monitor,Accessories,East,5,3645,388.31,584,ABC0584,729,30,1,Express,5,Premium,No,Not Returned,No
24-02-2023,Headphones,Accessories,East,6,5358,568.34,585,ABC0585,893,38,6,Standard,2.4,Premium,Yes,Low Rating,No
18-05-2024,Camera,Electronics,North,5,1775,486.37,586,ABC0586,355,7,4,Standard,2.7,Regular,Yes,Not Returned,No
19-05-2023,Headphones,Accessories,South,9,4905,1351.25,587,ABC0587,545,16,1,Standard,5,Premium,No,Not Returned,No
29-09-2022,Mouse,Accessories,East,6,4260,372.33,588,ABC0588,710,5,1,Same Day,5,Premium,No,Not Returned,No
03-09-2024,Printer,Office,East,2,1632,292.78,589,ABC0589,816,9,1,Express,3.7,Regular,No,Not Returned,No
12-03-2023,Smartwatch,Electronics,East,6,3324,466.78,590,ABC0590,554,34,8,Express,2.3,Premium,Yes,Low Rating,No
17-07-2023,Camera,Electronics,West,5,4590,347.14,591,ABC0591,918,34,10,Express,1.7,Premium,Yes,Low Rating,No
14-04-2022,Laptop,Electronics,East,9,8496,2182.42,592,ABC0592,944,21,8,Standard,2.7,Premium,Yes,Not Returned,No
16-06-2022,Printer,Office,North,6,6444,518.79,593,ABC0593,1074,27,2,Express,5,Premium,No,Not Returned,No
14-03-2022,Camera,Electronics,North,1,812,51.13,594,ABC0594,812,19,11,Same Day,1,Regular,Yes,Low Rating,No
15-07-2023,Monitor,Accessories,West,6,1764,465.93,595,ABC0595,294,25,7,Standard,2.2,Regular,Yes,Low Rating,No
13-05-2024,Printer,Office,West,1,1012,172.67,596,ABC0596,1012,18,8,Standard,2.3,Regular,Yes,Low Rating,No
03-05-2023,Keyboard,Accessories,South,2,836,47.07,597,ABC0597,418,6,8,Standard,1.9,Regular,Yes,Low Rating,No
29-12-2023,Smartwatch,Electronics,East,1,723,115.26,598,ABC0598,723,15,11,Standard,1,Regular,Yes,Low Rating,No
05-12-2022,Headphones,Accessories,North,6,5628,1033.15,599,ABC0599,938,38,10,Same Day,1.6,Premium,Yes,Low Rating,No
26-09-2024,Laptop,Electronics,North,5,1660,283.14,600,ABC0600,332,38,11,Express,1.8,Regular,Yes,Low Rating,No
28-03-2023,Headphones,Accessories,West,3,2295,244.83,601,ABC0601,765,22,7,Same Day,2.7,Regular,Yes,Not Returned,No
19-04-2024,Printer,Office,East,2,2190,477.8,602,ABC0602,1095,34,5,Express,3.6,Regular,No,Not Returned,No
11-10-2024,Tablet,Electronics,East,7,3500,919.35,603,ABC0603,500,19,1,Same Day,4.9,Premium,No,Not Returned,No
23-04-2022,Headphones,Accessories,West,2,1098,239.92,604,ABC0604,549,31,12,Standard,1,Regular,Yes,Low Rating,No
01-06-2023,Mouse,Accessories,North,5,945,194.03,605,ABC0605,189,38,9,Standard,2,Regular,Yes,Low Rating,No
19-02-2022,Mouse,Accessories,West,6,5622,1382.67,606,ABC0606,937,37,7,Same Day,1.9,Premium,Yes,Low Rating,No
13-07-2023,Camera,Electronics,East,3,2325,309.49,607,ABC0607,775,28,2,Same Day,4.1,Regular,No,Not Returned,No
03-08-2022,Keyboard,Accessories,South,1,1157,252.08,608,ABC0608,1157,19,6,Express,3,Regular,No,Not Returned,No
30-01-2024,Printer,Office,West,3,531,126.24,609,ABC0609,177,34,2,Same Day,4.3,Regular,No,Not Returned,No
23-07-2023,Tablet,Electronics,West,2,1760,278.09,610,ABC0610,880,21,1,Same Day,4,Regular,No,Not Returned,No
12-11-2023,Smartwatch,Electronics,North,1,371,108.58,611,ABC0611,371,9,7,Express,2.1,Regular,Yes,Low Rating,No
15-10-2024,Smartphone,Electronics,East,4,1896,191.7,612,ABC0612,474,33,2,Express,4.5,Regular,No,Not Returned,No
09-08-2023,Smartwatch,Electronics,South,2,514,106.75,613,ABC0613,257,8,2,Express,4.7,Regular,No,Not Returned,No
18-08-2022,Monitor,Accessories,West,7,1876,129.25,614,ABC0614,268,14,11,Same Day,1.2,Regular,Yes,Low Rating,No
19-08-2023,Camera,Electronics,East,6,1182,236.12,615,ABC0615,197,21,5,Express,3.2,Regular,No,Not Returned,No
14-03-2022,Smartphone,Electronics,North,5,4255,961.41,616,ABC0616,851,14,5,Standard,3.8,Premium,No,Not Returned,No
15-09-2022,Monitor,Accessories,North,9,1341,150.7,617,ABC0617,149,21,7,Standard,2.3,Regular,Yes,Low Rating,No
23-09-2022,Keyboard,Accessories,North,1,644,49.25,618,ABC0618,644,24,1,Standard,5,Regular,Yes,Product Issue,No
17-05-2024,Monitor,Accessories,South,3,1827,94.4,619,ABC0619,609,28,8,Same Day,1.7,Regular,Yes,Low Rating,No
27-10-2024,Camera,Electronics,North,1,930,136.16,620,ABC0620,930,9,3,Standard,4.5,Regular,No,Not Returned,No
15-02-2022,Camera,Electronics,South,4,528,152.8,621,ABC0621,132,38,4,Same Day,3.9,Regular,No,Not Returned,No
23-02-2022,Monitor,Accessories,South,6,4236,739.22,622,ABC0622,706,10,9,Same Day,3.2,Premium,No,Late Delivery,No
14-01-2023,Headphones,Accessories,North,4,1664,190.82,623,ABC0623,416,6,4,Standard,3.1,Regular,No,Not Returned,No
12-01-2023,Smartwatch,Electronics,North,3,2727,554.46,624,ABC0624,909,17,10,Express,1,Premium,Yes,Low Rating,No
08-02-2022,Smartwatch,Electronics,North,2,522,52.73,625,ABC0625,261,15,12,Same Day,1.6,Regular,Yes,Low Rating,No
06-12-2024,Mouse,Accessories,West,7,8288,1945.03,626,ABC0626,1184,27,5,Standard,2.6,Premium,Yes,Not Returned,No
12-03-2024,Laptop,Electronics,West,9,1062,73.58,627,ABC0627,118,20,7,Same Day,3,Regular,Yes,Product Issue,No
01-10-2023,Smartphone,Electronics,East,3,1140,226.52,628,ABC0628,380,35,4,Express,4.3,Regular,No,Not Returned,No
12-04-2024,Keyboard,Accessories,East,8,3488,712.24,629,ABC0629,436,15,1,Express,4.9,Premium,No,Not Returned,No
22-12-2023,Tablet,Electronics,North,8,5920,1436.7,630,ABC0630,740,20,9,Standard,2.1,Premium,Yes,Low Rating,No
06-03-2024,Monitor,Accessories,North,9,3096,362.89,631,ABC0631,344,12,4,Same Day,3.9,Premium,No,Not Returned,No
02-05-2024,Monitor,Accessories,South,5,3490,205.04,632,ABC0632,698,8,9,Same Day,2.4,Premium,Yes,Low Rating,No
02-04-2022,Smartwatch,Electronics,South,6,4374,702.62,633,ABC0633,729,8,6,Same Day,3.3,Premium,No,Not Returned,No
11-02-2024,Smartphone,Electronics,South,6,3366,541.86,634,ABC0634,561,29,1,Same Day,4.1,Premium,No,Not Returned,No
02-04-2024,Printer,Office,East,6,822,231.62,635,ABC0635,137,7,12,Standard,1.9,Regular,Yes,Low Rating,No
27-11-2024,Monitor,Accessories,North,2,340,39.12,636,ABC0636,170,36,3,Express,4,Regular,Yes,Product Issue,No
30-08-2022,Mouse,Accessories,East,1,763,217.94,637,ABC0637,763,7,11,Standard,1.6,Regular,Yes,Low Rating,No
15-07-2022,Headphones,Accessories,West,4,3408,856.98,638,ABC0638,852,31,2,Same Day,4.7,Premium,No,Not Returned,No
21-02-2022,Tablet,Electronics,West,7,2282,537.71,639,ABC0639,326,33,9,Same Day,2.6,Regular,Yes,Late Delivery,No
14-09-2023,Camera,Electronics,South,7,4151,1047.43,640,ABC0640,593,36,12,Express,1.5,Premium,Yes,Low Rating,No
08-04-2024,Laptop,Electronics,North,7,6279,1689.55,641,ABC0641,897,23,1,Same Day,4.7,Premium,No,Not Returned,No
24-10-2023,Monitor,Accessories,North,3,474,83.32,642,ABC0642,158,25,9,Standard,2,Regular,Yes,Low Rating,No
16-04-2023,Monitor,Accessories,West,5,680,176.44,643,ABC0643,136,9,9,Standard,2.2,Regular,Yes,Low Rating,No
15-10-2023,Headphones,Accessories,West,9,8496,1721.6,644,ABC0644,944,22,8,Express,2.9,Premium,Yes,Not Returned,No
20-08-2023,Keyboard,Accessories,South,7,7826,714.68,645,ABC0645,1118,32,8,Standard,1.8,Premium,Yes,Low Rating,No
24-10-2023,Mouse,Accessories,South,6,4014,717.44,646,ABC0646,669,26,11,Standard,1.7,Premium,Yes,Low Rating,No
26-07-2024,Laptop,Electronics,East,1,687,62.82,647,ABC0647,687,25,12,Standard,1,Regular,Yes,Low Rating,No
31-10-2024,Smartwatch,Electronics,South,3,2943,234.27,648,ABC0648,981,10,1,Standard,5,Premium,No,Not Returned,No
28-04-2022,Printer,Office,East,7,5649,660.37,649,ABC0649,807,5,11,Same Day,1.5,Premium,Yes,Low Rating,No
15-08-2024,Tablet,Electronics,North,8,3296,623.67,650,ABC0650,412,9,8,Standard,2.1,Premium,Yes,Low Rating,No
28-09-2024,Headphones,Accessories,North,3,1137,173.92,651,ABC0651,379,16,10,Express,1.9,Regular,Yes,Low Rating,No
18-07-2024,Smartphone,Electronics,North,2,380,101.7,652,ABC0652,190,30,3,Express,4,Regular,No,Not Returned,No
22-10-2022,Laptop,Electronics,West,5,4405,1247.86,653,ABC0653,881,38,11,Standard,1.3,Premium,Yes,Low Rating,No
01-11-2022,Tablet,Electronics,East,1,120,9.43,654,ABC0654,120,18,7,Express,1.8,Regular,Yes,Low Rating,No
13-06-2023,Printer,Office,East,1,1176,182.07,655,ABC0655,1176,30,11,Standard,1,Regular,Yes,Low Rating,No
20-02-2023,Camera,Electronics,South,3,1770,366.58,656,ABC0656,590,31,1,Express,4.6,Regular,No,Not Returned,No
20-05-2023,Camera,Electronics,South,6,4302,965.02,657,ABC0657,717,13,1,Express,3.8,Premium,No,Not Returned,No
19-12-2023,Camera,Electronics,North,3,2988,362.68,658,ABC0658,996,30,10,Standard,1.4,Premium,Yes,Low Rating,No
17-06-2024,Headphones,Accessories,East,3,3033,458.41,659,ABC0659,1011,26,5,Standard,3.1,Premium,No,Not Returned,No
14-07-2023,Mouse,Accessories,South,9,6363,1752.65,660,ABC0660,707,34,5,Same Day,2.9,Premium,Yes,Not Returned,No
04-07-2022,Tablet,Electronics,West,6,3402,501.29,661,ABC0661,567,21,8,Standard,2.7,Premium,Yes,Not Returned,No
23-03-2022,Keyboard,Accessories,South,4,3496,1032.81,662,ABC0662,874,30,7,Standard,2.2,Premium,Yes,Low Rating,No
19-11-2022,Monitor,Accessories,East,4,1080,204.95,663,ABC0663,270,5,8,Same Day,2.4,Regular,Yes,Low Rating,No
28-02-2022,Headphones,Accessories,East,6,1530,218.99,664,ABC0664,255,12,6,Standard,2.8,Regular,Yes,Not Returned,No
11-09-2023,Keyboard,Accessories,West,4,3568,764.2,665,ABC0665,892,39,6,Standard,2.9,Premium,Yes,Not Returned,No
13-11-2022,Smartphone,Electronics,West,1,954,48.97,666,ABC0666,954,19,2,Same Day,5,Regular,Yes,Product Issue,No
17-03-2024,Camera,Electronics,West,4,1196,223.66,667,ABC0667,299,26,6,Standard,3.1,Regular,No,Not Returned,No
13-02-2022,Smartwatch,Electronics,North,4,2136,217.47,668,ABC0668,534,18,5,Standard,3.5,Regular,No,Not Returned,No
13-07-2024,Printer,Office,South,9,8496,2316.03,669,ABC0669,944,30,3,Same Day,3.6,Premium,No,Not Returned,No
07-05-2024,Laptop,Electronics,West,7,7280,1450.82,670,ABC0670,1040,32,6,Same Day,3.3,Premium,No,Not Returned,No
24-09-2022,Smartwatch,Electronics,South,5,4935,625.39,671,ABC0671,987,27,8,Express,2.6,Premium,Yes,Not Returned,No
12-08-2024,Tablet,Electronics,South,8,9056,872.48,672,ABC0672,1132,18,9,Standard,2.2,Premium,Yes,Low Rating,No
06-01-2023,Smartwatch,Electronics,South,1,563,46.96,673,ABC0673,563,28,1,Express,4.1,Regular,Yes,Product Issue,No
03-03-2022,Printer,Office,South,2,1570,247.7,674,ABC0674,785,6,3,Express,3.7,Regular,No,Not Returned,No
02-03-2022,Camera,Electronics,North,3,2181,517.02,675,ABC0675,727,30,3,Same Day,4.7,Regular,No,Not Returned,No
25-09-2024,Mouse,Accessories,North,4,3808,442.33,676,ABC0676,952,18,11,Standard,1,Premium,Yes,Low Rating,No
06-12-2022,Keyboard,Accessories,West,7,6552,635.09,677,ABC0677,936,11,8,Standard,3.1,Premium,No,Not Returned,No
18-06-2023,Laptop,Electronics,South,8,6544,1086.29,678,ABC0678,818,7,1,Same Day,4.4,Premium,No,Not Returned,No
21-11-2023,Mouse,Accessories,West,3,2631,157.19,679,ABC0679,877,27,5,Express,3.4,Premium,No,Not Returned,No
31-03-2023,Monitor,Accessories,West,9,945,94.75,680,ABC0680,105,22,3,Same Day,3.9,Regular,Yes,Product Issue,No
11-06-2024,Monitor,Accessories,West,2,760,192.42,681,ABC0681,380,39,2,Standard,3.9,Regular,No,Not Returned,No
25-04-2023,Monitor,Accessories,North,4,1392,394.48,682,ABC0682,348,19,8,Same Day,1.9,Regular,Yes,Low Rating,No
17-12-2022,Smartwatch,Electronics,East,3,1242,206.74,683,ABC0683,414,29,3,Standard,3.6,Regular,No,Not Returned,No
05-07-2024,Laptop,Electronics,East,3,3183,868.73,684,ABC0684,1061,32,7,Express,2.7,Premium,Yes,Not Returned,No
07-04-2023,Monitor,Accessories,West,5,4260,229.77,685,ABC0685,852,14,12,Standard,1.4,Premium,Yes,Low Rating,No
26-07-2022,Smartphone,Electronics,West,1,1041,132.46,686,ABC0686,1041,21,11,Express,1.4,Regular,Yes,Low Rating,No
18-05-2022,Smartwatch,Electronics,East,3,1692,348.81,687,ABC0687,564,26,1,Express,4.6,Regular,No,Not Returned,No
15-03-2022,Camera,Electronics,North,4,1728,403.06,688,ABC0688,432,30,6,Standard,3.6,Regular,No,Not Returned,No
13-10-2023,Camera,Electronics,South,4,4484,893.27,689,ABC0689,1121,29,3,Standard,4,Premium,No,Not Returned,No
19-06-2024,Smartphone,Electronics,East,7,4123,750.05,690,ABC0690,589,21,8,Express,2.1,Premium,Yes,Low Rating,No
03-11-2024,Mouse,Accessories,East,2,2372,392.07,691,ABC0691,1186,17,6,Same Day,2.5,Premium,Yes,Not Returned,No
16-04-2023,Smartphone,Electronics,East,7,5201,745.2,692,ABC0692,743,24,12,Standard,1.6,Premium,Yes,Low Rating,No
27-09-2024,Mouse,Accessories,South,5,3100,695.28,693,ABC0693,620,29,2,Express,4.2,Premium,No,Not Returned,No
12-07-2022,Smartwatch,Electronics,East,6,5292,1105.95,694,ABC0694,882,8,6,Express,2.7,Premium,Yes,Not Returned,No
06-03-2023,Tablet,Electronics,South,6,5952,971.53,695,ABC0695,992,14,7,Same Day,2.3,Premium,Yes,Low Rating,No
10-01-2023,Smartphone,Electronics,East,4,1932,472.91,696,ABC0696,483,7,5,Standard,3.9,Regular,No,Not Returned,No
05-10-2023,Tablet,Electronics,West,6,3486,1011.74,697,ABC0697,581,22,3,Express,3.7,Premium,No,Not Returned,No
25-05-2024,Tablet,Electronics,West,2,1708,441.43,698,ABC0698,854,26,4,Same Day,4.2,Regular,No,Not Returned,No
12-09-2024,Monitor,Accessories,South,4,4324,288.12,699,ABC0699,1081,38,4,Express,3.6,Premium,No,Not Returned,No
30-07-2024,Laptop,Electronics,South,4,2708,302.14,700,ABC0700,677,12,6,Standard,2.4,Premium,Yes,Low Rating,No
29-03-2022,Printer,Office,West,8,7944,1142.83,701,ABC0701,993,23,10,Same Day,1.5,Premium,Yes,Low Rating,No
10-04-2023,Camera,Electronics,East,3,684,39.33,702,ABC0702,228,10,1,Express,4.7,Regular,Yes,Product Issue,No
01-01-2023,Printer,Office,West,9,5904,1440.45,703,ABC0703,656,30,11,Same Day,1.3,Premium,Yes,Low Rating,No
20-03-2024,Printer,Office,South,5,4970,1080.12,704,ABC0704,994,38,4,Standard,3.6,Premium,No,Not Returned,No
02-02-2024,Headphones,Accessories,West,2,2288,234.97,705,ABC0705,1144,10,10,Same Day,1.5,Regular,Yes,Low Rating,No
18-07-2023,Smartphone,Electronics,East,6,4662,350.79,706,ABC0706,777,37,4,Standard,3.3,Premium,No,Not Returned,No
25-02-2022,Mouse,Accessories,East,4,2532,404.96,707,ABC0707,633,26,10,Express,1.7,Premium,Yes,Low Rating,No
19-12-2024,Tablet,Electronics,South,8,9328,1008.6,708,ABC0708,1166,25,1,Standard,4.9,Premium,No,Not Returned,No
05-02-2022,Printer,Office,North,1,686,86.18,709,ABC0709,686,10,9,Express,1.3,Regular,Yes,Low Rating,No
29-02-2024,Smartwatch,Electronics,South,6,1290,343.35,710,ABC0710,215,10,4,Express,4.3,Regular,No,Not Returned,No
26-08-2022,Printer,Office,West,5,1205,235.19,711,ABC0711,241,8,7,Standard,1,Regular,Yes,Low Rating,No
17-09-2024,Headphones,Accessories,South,7,7966,1313.56,712,ABC0712,1138,34,12,Express,1,Premium,Yes,Low Rating,No
14-08-2022,Camera,Electronics,North,7,1085,130.72,713,ABC0713,155,15,3,Same Day,4.2,Regular,No,Not Returned,No
29-08-2024,Monitor,Accessories,West,9,6633,1239.11,714,ABC0714,737,34,10,Express,1.4,Premium,Yes,Low Rating,No
21-11-2024,Laptop,Electronics,North,7,5096,971.5,715,ABC0715,728,35,12,Standard,1,Premium,Yes,Low Rating,No
20-07-2022,Tablet,Electronics,East,4,4120,710.07,716,ABC0716,1030,28,3,Same Day,4,Premium,No,Not Returned,No
15-08-2022,Monitor,Accessories,West,3,1479,207.58,717,ABC0717,493,13,8,Same Day,2.4,Regular,Yes,Low Rating,No
09-04-2024,Smartphone,Electronics,West,7,1652,397.49,718,ABC0718,236,7,8,Express,1.8,Regular,Yes,Low Rating,No
07-07-2022,Laptop,Electronics,South,1,1028,240.61,719,ABC0719,1028,35,11,Express,1,Regular,Yes,Low Rating,No
01-05-2023,Monitor,Accessories,East,4,4580,655.14,720,ABC0720,1145,28,12,Standard,1.5,Premium,Yes,Low Rating,No
28-01-2024,Monitor,Accessories,South,8,2152,196.53,721,ABC0721,269,35,1,Same Day,4.7,Regular,No,Not Returned,No
04-07-2022,Monitor,Accessories,South,6,4566,866.13,722,ABC0722,761,10,10,Standard,1,Premium,Yes,Low Rating,No
06-04-2024,Headphones,Accessories,East,3,2244,301.53,723,ABC0723,748,6,2,Express,4.6,Regular,No,Not Returned,No
01-02-2024,Mouse,Accessories,West,4,1344,140.52,724,ABC0724,336,24,8,Same Day,1.9,Regular,Yes,Low Rating,No
01-10-2023,Printer,Office,South,6,2622,131.53,725,ABC0725,437,32,1,Standard,4.3,Premium,No,Not Returned,No
03-12-2022,Smartphone,Electronics,South,1,325,46.84,726,ABC0726,325,15,12,Standard,1.1,Regular,Yes,Low Rating,No
17-12-2024,Keyboard,Accessories,West,1,960,95.88,727,ABC0727,960,8,8,Standard,2.4,Regular,Yes,Low Rating,No
30-11-2023,Smartphone,Electronics,North,7,2639,268.88,728,ABC0728,377,19,8,Standard,2.1,Premium,Yes,Low Rating,No
05-06-2024,Printer,Office,South,5,1025,246.15,729,ABC0729,205,10,2,Standard,4.1,Regular,No,Not Returned,No
13-01-2022,Monitor,Accessories,West,2,1924,434.86,730,ABC0730,962,34,4,Same Day,3.5,Regular,No,Not Returned,No
29-08-2023,Smartphone,Electronics,North,2,1660,362.88,731,ABC0731,830,6,6,Standard,2.6,Regular,Yes,Not Returned,No
23-05-2022,Printer,Office,North,1,985,105.09,732,ABC0732,985,19,12,Same Day,1.5,Regular,Yes,Low Rating,No
14-07-2024,Keyboard,Accessories,North,5,2600,537.11,733,ABC0733,520,15,11,Standard,1,Premium,Yes,Low Rating,No
21-10-2024,Camera,Electronics,West,4,2792,725.35,734,ABC0734,698,12,9,Express,1.9,Premium,Yes,Low Rating,No
31-08-2024,Headphones,Accessories,North,2,378,87.37,735,ABC0735,189,30,8,Express,1.6,Regular,Yes,Low Rating,No
17-04-2022,Camera,Electronics,West,8,968,271.61,736,ABC0736,121,9,12,Standard,1.5,Regular,Yes,Low Rating,No
12-05-2024,Smartwatch,Electronics,North,3,564,108.35,737,ABC0737,188,10,8,Express,2.2,Regular,Yes,Low Rating,No
25-01-2023,Laptop,Electronics,South,5,2365,667.61,738,ABC0738,473,30,7,Same Day,2.1,Premium,Yes,Low Rating,No
01-04-2024,Smartphone,Electronics,West,6,3252,834.84,739,ABC0739,542,8,9,Standard,2.3,Premium,Yes,Low Rating,No
05-05-2024,Camera,Electronics,North,1,276,42.68,740,ABC0740,276,23,2,Same Day,3.2,Regular,Yes,Product Issue,No
20-05-2024,Mouse,Accessories,West,3,3408,205.76,741,ABC0741,1136,24,3,Standard,4.1,Premium,No,Not Returned,No
20-10-2022,Laptop,Electronics,East,6,1398,180.88,742,ABC0742,233,37,10,Express,2.2,Regular,Yes,Low Rating,No
27-02-2022,Keyboard,Accessories,North,4,904,108.85,743,ABC0743,226,24,8,Same Day,2.4,Regular,Yes,Low Rating,No
01-12-2023,Keyboard,Accessories,South,1,1178,161.06,744,ABC0744,1178,16,6,Express,2.7,Regular,Yes,Not Returned,No
29-07-2022,Headphones,Accessories,West,3,2535,292.19,745,ABC0745,845,5,10,Express,1,Premium,Yes,Low Rating,No
17-04-2023,Tablet,Electronics,West,1,496,146.92,746,ABC0746,496,30,9,Standard,2.5,Regular,Yes,Late Delivery,No
30-06-2024,Smartphone,Electronics,West,4,3888,284.17,747,ABC0747,972,18,10,Same Day,2.1,Premium,Yes,Low Rating,No
12-03-2024,Tablet,Electronics,East,7,4921,798.16,748,ABC0748,703,15,4,Express,3.3,Premium,No,Not Returned,No
04-07-2024,Smartwatch,Electronics,West,8,4472,290.79,749,ABC0749,559,17,8,Standard,2,Premium,Yes,Low Rating,No
09-04-2023,Tablet,Electronics,North,3,603,153.37,750,ABC0750,201,7,10,Standard,2.3,Regular,Yes,Low Rating,No
10-03-2023,Headphones,Accessories,West,9,1899,501.4,751,ABC0751,211,37,3,Standard,4.3,Regular,No,Not Returned,No
03-01-2023,Printer,Office,North,4,544,67.84,752,ABC0752,136,10,3,Express,3.1,Regular,Yes,Product Issue,No
29-05-2022,Monitor,Accessories,North,9,6471,1844.59,753,ABC0753,719,14,8,Standard,2.2,Premium,Yes,Low Rating,No
22-03-2023,Keyboard,Accessories,North,1,677,54.14,754,ABC0754,677,9,5,Same Day,3.2,Regular,Yes,Product Issue,No
07-09-2022,Laptop,Electronics,South,4,1372,302.58,755,ABC0755,343,27,3,Same Day,4.1,Regular,No,Not Returned,No
08-06-2024,Keyboard,Accessories,North,9,7542,1477.49,756,ABC0756,838,14,10,Express,1.7,Premium,Yes,Low Rating,No
16-04-2023,Monitor,Accessories,West,1,924,125.65,757,ABC0757,924,6,11,Same Day,1.1,Regular,Yes,Low Rating,No
11-07-2022,Smartphone,Electronics,East,5,3940,755.11,758,ABC0758,788,17,1,Standard,4.8,Premium,No,Not Returned,No
05-10-2024,Tablet,Electronics,West,2,374,49.26,759,ABC0759,187,6,3,Express,3.8,Regular,Yes,Product Issue,No
19-03-2023,Printer,Office,North,5,1800,252.69,760,ABC0760,360,24,12,Standard,2.7,Regular,Yes,Late Delivery,No
26-12-2022,Monitor,Accessories,West,5,3170,868.34,761,ABC0761,634,5,9,Express,2.1,Premium,Yes,Low Rating,No
17-08-2024,Headphones,Accessories,North,7,5362,1029.47,762,ABC0762,766,13,5,Express,3.3,Premium,No,Not Returned,No
05-11-2023,Monitor,Accessories,East,9,5976,1747.57,763,ABC0763,664,21,12,Standard,1.9,Premium,Yes,Low Rating,No
06-07-2023,Keyboard,Accessories,North,9,8514,1400.4,764,ABC0764,946,13,10,Same Day,1,Premium,Yes,Low Rating,No
25-11-2023,Laptop,Electronics,South,1,810,157.47,765,ABC0765,810,15,2,Same Day,4.3,Regular,No,Not Returned,No
08-01-2022,Mouse,Accessories,South,1,71,12.02,766,ABC0766,71,19,7,Express,2.2,Regular,Yes,Low Rating,No
15-06-2022,Laptop,Electronics,North,1,651,57.94,767,ABC0767,651,28,2,Standard,4.7,Regular,Yes,Product Issue,No
13-03-2022,Monitor,Accessories,North,3,1245,119.11,768,ABC0768,415,39,4,Standard,3.4,Regular,No,Not Returned,No
06-11-2023,Monitor,Accessories,West,1,464,58.38,769,ABC0769,464,34,12,Express,1.3,Regular,Yes,Low Rating,No
11-02-2023,Monitor,Accessories,North,5,5155,356.43,770,ABC0770,1031,35,7,Same Day,2.9,Premium,Yes,Not Returned,No
